city,date,AQI,CO,NO2,O3,PM10,PM2.5,SO2
上海,2023-08-15,26.95833333333333,0.0,15.458333333333334,57.75,26.666666666666668,14.083333333333334,6.333333333333333
上海,2023-08-16,38.54166666666666,0.0,22.875,66.875,38.79166666666666,18.95833333333333,6.333333333333333
上海,2023-08-17,37.125,0.0,26.20833333333333,79.54166666666667,32.916666666666664,21.791666666666668,6.458333333333333
上海,2023-08-18,33.625,0.0,29.875,67.83333333333333,29.416666666666668,18.33333333333333,6.5
上海,2023-08-19,33.875,0.0,15.333333333333334,74.45833333333333,30.166666666666668,19.625,6.416666666666667
上海,2023-08-20,26.83333333333333,0.0,13.875,60.54166666666666,25.541666666666668,14.083333333333334,6.083333333333333
上海,2023-08-21,36.0,0.0,15.5,102.125,28.041666666666668,15.666666666666666,6.916666666666667
上海,2023-08-22,47.958333333333336,0.0,21.666666666666668,103.79166666666669,38.41666666666666,24.541666666666668,6.875
上海,2023-08-23,40.75,0.2083333333333333,23.08333333333333,82.29166666666667,28.5,24.416666666666668,7.041666666666667
上海,2023-08-24,41.958333333333336,0.0,25.416666666666668,107.79166666666669,35.041666666666664,19.041666666666668,7.583333333333333
上海,2023-08-25,38.375,0.0,18.70833333333333,105.875,32.666666666666664,17.0,7.0
上海,2023-08-26,33.833333333333336,0.0,18.5,94.33333333333331,31.125,14.583333333333334,6.625
上海,2023-08-27,21.5,0.0,13.958333333333334,59.083333333333336,20.0,9.208333333333334,6.125
上海,2023-08-28,19.45833333333333,0.0,17.208333333333332,47.91666666666666,17.958333333333332,8.25,6.541666666666667
上海,2023-08-29,22.5,0.0,26.416666666666668,55.54166666666666,16.166666666666668,11.5,6.0
上海,2023-08-30,23.95833333333333,0.0,22.45833333333333,75.66666666666667,10.5,8.375,6.041666666666667
上海,2023-08-31,37.5,0.125,28.08333333333333,63.833333333333336,22.75,21.791666666666668,7.0
上海,2023-09-01,26.58333333333333,0.0,19.916666666666668,83.41666666666667,18.95833333333333,10.958333333333334,7.125
上海,2023-09-02,38.66666666666666,0.0,13.583333333333334,115.875,35.125,16.916666666666668,6.958333333333333
上海,2023-09-03,30.58333333333333,0.0,18.125,79.54166666666667,30.291666666666668,17.083333333333332,6.708333333333333
上海,2023-09-04,21.416666666666668,0.0,20.70833333333333,24.375,21.416666666666668,11.083333333333334,7.0
上海,2023-09-05,26.33333333333333,0.0,18.625,41.958333333333336,26.33333333333333,14.291666666666666,7.041666666666667
上海,2023-09-06,25.45833333333333,0.0,15.291666666666666,45.875,25.08333333333333,14.166666666666666,7.0
上海,2023-09-07,38.25,0.0,17.458333333333332,84.83333333333333,37.66666666666666,22.20833333333333,6.875
上海,2023-09-08,33.75,0.0,19.70833333333333,87.29166666666667,27.916666666666668,17.791666666666668,6.958333333333333
上海,2023-09-09,33.625,0.0,23.25,93.54166666666669,28.041666666666668,14.083333333333334,7.0
上海,2023-09-10,37.25,0.0,20.875,106.29166666666669,30.45833333333333,13.75,7.0
上海,2023-09-11,36.41666666666666,0.0,21.0,89.70833333333333,34.75,14.958333333333334,7.083333333333333
上海,2023-09-12,26.83333333333333,0.0,20.125,70.29166666666667,26.0,12.541666666666666,6.875
上海,2023-09-13,25.666666666666668,0.0,21.416666666666668,69.20833333333333,24.0,12.166666666666666,6.833333333333333
上海,2023-09-14,21.375,0.0,27.0,53.41666666666666,20.291666666666668,11.75,6.0
上海,2023-09-15,24.95833333333333,0.0,40.125,34.958333333333336,22.0,15.083333333333334,6.083333333333333
上海,2023-09-16,32.041666666666664,0.125,40.833333333333336,31.25,26.666666666666668,21.25,6.25
上海,2023-09-17,58.958333333333336,0.5416666666666666,34.875,97.29166666666669,47.54166666666666,36.333333333333336,7.208333333333333
上海,2023-09-18,56.79166666666666,0.0,19.70833333333333,131.0,35.583333333333336,34.208333333333336,7.208333333333333
上海,2023-09-19,29.875,0.0,18.875,80.75,22.125,16.75,7.333333333333333
上海,2023-09-20,25.20833333333333,0.0,19.541666666666668,62.54166666666666,22.375,10.458333333333334,6.541666666666667
